ocdid,levels,recursive,roles,fields
ocd-division/country:us/state:al/sldu:1,,,,
ocd-division/country:us/state:al/sldu:2,,,,
ocd-division/country:us/state:al/sldu:3,,,,
ocd-division/country:us/state:al/sldu:4,,,,
ocd-division/country:us/state:al/sldu:5,,,,
ocd-division/country:us/state:al/sldu:6,,,,
ocd-division/country:us/state:al/sldu:7,,,,
ocd-division/country:us/state:al/sldu:8,,,,
ocd-division/country:us/state:al/sldu:9,,,,
ocd-division/country:us/state:al/sldu:10,,,,
ocd-division/country:us/state:al/sldu:11,,,,
ocd-division/country:us/state:al/sldu:12,,,,
ocd-division/country:us/state:al/sldu:13,,,,
ocd-division/country:us/state:al/sldu:14,,,,
ocd-division/country:us/state:al/sldu:15,,,,
ocd-division/country:us/state:al/sldu:16
ocd-division/country:us/state:al/sldu:17
ocd-division/country:us/state:al/sldu:18
ocd-division/country:us/state:al/sldu:19
ocd-division/country:us/state:al/sldu:20
ocd-division/country:us/state:al/sldu:21
ocd-division/country:us/state:al/sldu:22
ocd-division/country:us/state:al/sldu:23
ocd-division/country:us/state:al/sldu:24
ocd-division/country:us/state:al/sldu:25
ocd-division/country:us/state:al/sldu:26
ocd-division/country:us/state:al/sldu:27
ocd-division/country:us/state:al/sldu:28
ocd-division/country:us/state:al/sldu:29
ocd-division/country:us/state:al/sldu:30
ocd-division/country:us/state:al/sldu:31
ocd-division/country:us/state:al/sldu:32
ocd-division/country:us/state:al/sldu:33
ocd-division/country:us/state:al/sldu:34
ocd-division/country:us/state:al/sldu:35
ocd-division/country:us/state:ak/sldu:a
ocd-division/country:us/state:ak/sldu:b
ocd-division/country:us/state:ak/sldu:c
ocd-division/country:us/state:ak/sldu:d
ocd-division/country:us/state:ak/sldu:e
ocd-division/country:us/state:ak/sldu:f
ocd-division/country:us/state:ak/sldu:g
ocd-division/country:us/state:ak/sldu:h
ocd-division/country:us/state:ak/sldu:i
ocd-division/country:us/state:ak/sldu:j
ocd-division/country:us/state:ak/sldu:k
ocd-division/country:us/state:ak/sldu:l
ocd-division/country:us/state:ak/sldu:m
ocd-division/country:us/state:ak/sldu:n
ocd-division/country:us/state:ak/sldu:o
ocd-division/country:us/state:ak/sldu:p
ocd-division/country:us/state:ak/sldu:q
ocd-division/country:us/state:ak/sldu:r
ocd-division/country:us/state:ak/sldu:s
ocd-division/country:us/state:ak/sldu:t
ocd-division/country:us/state:az/sldu:1,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:2,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:3,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:4,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:5,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:6,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:7,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:8,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:9,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:10,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:11,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:12,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:13,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:14,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:15,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:16,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:17,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:18,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:19,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:20,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:21,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:22,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:23,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:24,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:25,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:26,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:27,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:28,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:29,,,legislatorUpperBody
ocd-division/country:us/state:az/sldu:30,,,legislatorUpperBody
ocd-division/country:us/state:ar/sldu:1
ocd-division/country:us/state:ar/sldu:2
ocd-division/country:us/state:ar/sldu:3
ocd-division/country:us/state:ar/sldu:4
ocd-division/country:us/state:ar/sldu:5
ocd-division/country:us/state:ar/sldu:6
ocd-division/country:us/state:ar/sldu:7
ocd-division/country:us/state:ar/sldu:8
ocd-division/country:us/state:ar/sldu:9
ocd-division/country:us/state:ar/sldu:10
ocd-division/country:us/state:ar/sldu:11
ocd-division/country:us/state:ar/sldu:12
ocd-division/country:us/state:ar/sldu:13
ocd-division/country:us/state:ar/sldu:14
ocd-division/country:us/state:ar/sldu:15
ocd-division/country:us/state:ar/sldu:16
ocd-division/country:us/state:ar/sldu:17
ocd-division/country:us/state:ar/sldu:18
ocd-division/country:us/state:ar/sldu:19
ocd-division/country:us/state:ar/sldu:20
ocd-division/country:us/state:ar/sldu:21
ocd-division/country:us/state:ar/sldu:22
ocd-division/country:us/state:ar/sldu:23
ocd-division/country:us/state:ar/sldu:24
ocd-division/country:us/state:ar/sldu:25
ocd-division/country:us/state:ar/sldu:26
ocd-division/country:us/state:ar/sldu:27
ocd-division/country:us/state:ar/sldu:28
ocd-division/country:us/state:ar/sldu:29
ocd-division/country:us/state:ar/sldu:30
ocd-division/country:us/state:ar/sldu:31
ocd-division/country:us/state:ar/sldu:32
ocd-division/country:us/state:ar/sldu:33
ocd-division/country:us/state:ar/sldu:34
ocd-division/country:us/state:ar/sldu:35
ocd-division/country:us/state:ca/sldu:1
ocd-division/country:us/state:ca/sldu:2
ocd-division/country:us/state:ca/sldu:3
ocd-division/country:us/state:ca/sldu:4
ocd-division/country:us/state:ca/sldu:5
ocd-division/country:us/state:ca/sldu:6
ocd-division/country:us/state:ca/sldu:7
ocd-division/country:us/state:ca/sldu:8
ocd-division/country:us/state:ca/sldu:9
ocd-division/country:us/state:ca/sldu:10
ocd-division/country:us/state:ca/sldu:11
ocd-division/country:us/state:ca/sldu:12
ocd-division/country:us/state:ca/sldu:13
ocd-division/country:us/state:ca/sldu:14
ocd-division/country:us/state:ca/sldu:15
ocd-division/country:us/state:ca/sldu:16
ocd-division/country:us/state:ca/sldu:17
ocd-division/country:us/state:ca/sldu:18
ocd-division/country:us/state:ca/sldu:19
ocd-division/country:us/state:ca/sldu:20
ocd-division/country:us/state:ca/sldu:21
ocd-division/country:us/state:ca/sldu:22
ocd-division/country:us/state:ca/sldu:23
ocd-division/country:us/state:ca/sldu:24
ocd-division/country:us/state:ca/sldu:25
ocd-division/country:us/state:ca/sldu:26
ocd-division/country:us/state:ca/sldu:27
ocd-division/country:us/state:ca/sldu:28
ocd-division/country:us/state:ca/sldu:29
ocd-division/country:us/state:ca/sldu:30
ocd-division/country:us/state:ca/sldu:31
ocd-division/country:us/state:ca/sldu:32
ocd-division/country:us/state:ca/sldu:33
ocd-division/country:us/state:ca/sldu:34
ocd-division/country:us/state:ca/sldu:35
ocd-division/country:us/state:ca/sldu:36
ocd-division/country:us/state:ca/sldu:37
ocd-division/country:us/state:ca/sldu:38
ocd-division/country:us/state:ca/sldu:39
ocd-division/country:us/state:ca/sldu:40
ocd-division/country:us/state:co/sldu:1
ocd-division/country:us/state:co/sldu:2
ocd-division/country:us/state:co/sldu:3
ocd-division/country:us/state:co/sldu:4
ocd-division/country:us/state:co/sldu:5
ocd-division/country:us/state:co/sldu:6
ocd-division/country:us/state:co/sldu:7
ocd-division/country:us/state:co/sldu:8
ocd-division/country:us/state:co/sldu:9
ocd-division/country:us/state:co/sldu:10
ocd-division/country:us/state:co/sldu:11
ocd-division/country:us/state:co/sldu:12
ocd-division/country:us/state:co/sldu:13
ocd-division/country:us/state:co/sldu:14
ocd-division/country:us/state:co/sldu:15
ocd-division/country:us/state:co/sldu:16
ocd-division/country:us/state:co/sldu:17
ocd-division/country:us/state:co/sldu:18
ocd-division/country:us/state:co/sldu:19
ocd-division/country:us/state:co/sldu:20
ocd-division/country:us/state:co/sldu:21
ocd-division/country:us/state:co/sldu:22
ocd-division/country:us/state:co/sldu:23
ocd-division/country:us/state:co/sldu:24
ocd-division/country:us/state:co/sldu:25
ocd-division/country:us/state:co/sldu:26
ocd-division/country:us/state:co/sldu:27
ocd-division/country:us/state:co/sldu:28
ocd-division/country:us/state:co/sldu:29
ocd-division/country:us/state:co/sldu:30
ocd-division/country:us/state:co/sldu:31
ocd-division/country:us/state:co/sldu:32
ocd-division/country:us/state:co/sldu:33
ocd-division/country:us/state:co/sldu:34
ocd-division/country:us/state:co/sldu:35
ocd-division/country:us/state:ct/sldu:1
ocd-division/country:us/state:ct/sldu:2
ocd-division/country:us/state:ct/sldu:3
ocd-division/country:us/state:ct/sldu:4
ocd-division/country:us/state:ct/sldu:5
ocd-division/country:us/state:ct/sldu:6
ocd-division/country:us/state:ct/sldu:7
ocd-division/country:us/state:ct/sldu:8
ocd-division/country:us/state:ct/sldu:9
ocd-division/country:us/state:ct/sldu:10
ocd-division/country:us/state:ct/sldu:11
ocd-division/country:us/state:ct/sldu:12
ocd-division/country:us/state:ct/sldu:13
ocd-division/country:us/state:ct/sldu:14
ocd-division/country:us/state:ct/sldu:15
ocd-division/country:us/state:ct/sldu:16
ocd-division/country:us/state:ct/sldu:17
ocd-division/country:us/state:ct/sldu:18
ocd-division/country:us/state:ct/sldu:19
ocd-division/country:us/state:ct/sldu:20
ocd-division/country:us/state:ct/sldu:21
ocd-division/country:us/state:ct/sldu:22
ocd-division/country:us/state:ct/sldu:23
ocd-division/country:us/state:ct/sldu:24
ocd-division/country:us/state:ct/sldu:25
ocd-division/country:us/state:ct/sldu:26
ocd-division/country:us/state:ct/sldu:27
ocd-division/country:us/state:ct/sldu:28
ocd-division/country:us/state:ct/sldu:29
ocd-division/country:us/state:ct/sldu:30
ocd-division/country:us/state:ct/sldu:31
ocd-division/country:us/state:ct/sldu:32
ocd-division/country:us/state:ct/sldu:33
ocd-division/country:us/state:ct/sldu:34
ocd-division/country:us/state:ct/sldu:35
ocd-division/country:us/state:ct/sldu:36
ocd-division/country:us/state:de/sldu:1
ocd-division/country:us/state:de/sldu:2
ocd-division/country:us/state:de/sldu:3
ocd-division/country:us/state:de/sldu:4
ocd-division/country:us/state:de/sldu:5
ocd-division/country:us/state:de/sldu:6
ocd-division/country:us/state:de/sldu:7
ocd-division/country:us/state:de/sldu:8
ocd-division/country:us/state:de/sldu:9
ocd-division/country:us/state:de/sldu:10
ocd-division/country:us/state:de/sldu:11
ocd-division/country:us/state:de/sldu:12
ocd-division/country:us/state:de/sldu:13
ocd-division/country:us/state:de/sldu:14
ocd-division/country:us/state:de/sldu:15
ocd-division/country:us/state:de/sldu:16
ocd-division/country:us/state:de/sldu:17
ocd-division/country:us/state:de/sldu:18
ocd-division/country:us/state:de/sldu:19
ocd-division/country:us/state:de/sldu:20
ocd-division/country:us/state:de/sldu:21
ocd-division/country:us/district:dc
ocd-division/country:us/state:fl/sldu:1
ocd-division/country:us/state:fl/sldu:2
ocd-division/country:us/state:fl/sldu:3
ocd-division/country:us/state:fl/sldu:4
ocd-division/country:us/state:fl/sldu:5
ocd-division/country:us/state:fl/sldu:6
ocd-division/country:us/state:fl/sldu:7
ocd-division/country:us/state:fl/sldu:8
ocd-division/country:us/state:fl/sldu:9
ocd-division/country:us/state:fl/sldu:10
ocd-division/country:us/state:fl/sldu:11
ocd-division/country:us/state:fl/sldu:12
ocd-division/country:us/state:fl/sldu:13
ocd-division/country:us/state:fl/sldu:14
ocd-division/country:us/state:fl/sldu:15
ocd-division/country:us/state:fl/sldu:16
ocd-division/country:us/state:fl/sldu:17
ocd-division/country:us/state:fl/sldu:18
ocd-division/country:us/state:fl/sldu:19
ocd-division/country:us/state:fl/sldu:20
ocd-division/country:us/state:fl/sldu:21
ocd-division/country:us/state:fl/sldu:22
ocd-division/country:us/state:fl/sldu:23
ocd-division/country:us/state:fl/sldu:24
ocd-division/country:us/state:fl/sldu:25
ocd-division/country:us/state:fl/sldu:26
ocd-division/country:us/state:fl/sldu:27
ocd-division/country:us/state:fl/sldu:28
ocd-division/country:us/state:fl/sldu:29
ocd-division/country:us/state:fl/sldu:30
ocd-division/country:us/state:fl/sldu:31
ocd-division/country:us/state:fl/sldu:32
ocd-division/country:us/state:fl/sldu:33
ocd-division/country:us/state:fl/sldu:34
ocd-division/country:us/state:fl/sldu:35
ocd-division/country:us/state:fl/sldu:36
ocd-division/country:us/state:fl/sldu:37
ocd-division/country:us/state:fl/sldu:38
ocd-division/country:us/state:fl/sldu:39
ocd-division/country:us/state:fl/sldu:40
ocd-division/country:us/state:ga/sldu:1
ocd-division/country:us/state:ga/sldu:2
ocd-division/country:us/state:ga/sldu:3
ocd-division/country:us/state:ga/sldu:4
ocd-division/country:us/state:ga/sldu:5
ocd-division/country:us/state:ga/sldu:6
ocd-division/country:us/state:ga/sldu:7
ocd-division/country:us/state:ga/sldu:8
ocd-division/country:us/state:ga/sldu:9
ocd-division/country:us/state:ga/sldu:10
ocd-division/country:us/state:ga/sldu:11
ocd-division/country:us/state:ga/sldu:12
ocd-division/country:us/state:ga/sldu:13
ocd-division/country:us/state:ga/sldu:14
ocd-division/country:us/state:ga/sldu:15
ocd-division/country:us/state:ga/sldu:16
ocd-division/country:us/state:ga/sldu:17
ocd-division/country:us/state:ga/sldu:18
ocd-division/country:us/state:ga/sldu:19
ocd-division/country:us/state:ga/sldu:20
ocd-division/country:us/state:ga/sldu:21
ocd-division/country:us/state:ga/sldu:22
ocd-division/country:us/state:ga/sldu:23
ocd-division/country:us/state:ga/sldu:24
ocd-division/country:us/state:ga/sldu:25
ocd-division/country:us/state:ga/sldu:26
ocd-division/country:us/state:ga/sldu:27
ocd-division/country:us/state:ga/sldu:28
ocd-division/country:us/state:ga/sldu:29
ocd-division/country:us/state:ga/sldu:30
ocd-division/country:us/state:ga/sldu:31
ocd-division/country:us/state:ga/sldu:32
ocd-division/country:us/state:ga/sldu:33
ocd-division/country:us/state:ga/sldu:34
ocd-division/country:us/state:ga/sldu:35
ocd-division/country:us/state:ga/sldu:36
ocd-division/country:us/state:ga/sldu:37
ocd-division/country:us/state:ga/sldu:38
ocd-division/country:us/state:ga/sldu:39
ocd-division/country:us/state:ga/sldu:40
ocd-division/country:us/state:ga/sldu:41
ocd-division/country:us/state:ga/sldu:42
ocd-division/country:us/state:ga/sldu:43
ocd-division/country:us/state:ga/sldu:44
ocd-division/country:us/state:ga/sldu:45
ocd-division/country:us/state:ga/sldu:46
ocd-division/country:us/state:ga/sldu:47
ocd-division/country:us/state:ga/sldu:48
ocd-division/country:us/state:ga/sldu:49
ocd-division/country:us/state:ga/sldu:50
ocd-division/country:us/state:ga/sldu:51
ocd-division/country:us/state:ga/sldu:52
ocd-division/country:us/state:ga/sldu:53
ocd-division/country:us/state:ga/sldu:54
ocd-division/country:us/state:ga/sldu:55
ocd-division/country:us/state:ga/sldu:56
ocd-division/country:us/state:hi/sldu:1
ocd-division/country:us/state:hi/sldu:2
ocd-division/country:us/state:hi/sldu:3
ocd-division/country:us/state:hi/sldu:4
ocd-division/country:us/state:hi/sldu:5
ocd-division/country:us/state:hi/sldu:6
ocd-division/country:us/state:hi/sldu:7
ocd-division/country:us/state:hi/sldu:8
ocd-division/country:us/state:hi/sldu:9
ocd-division/country:us/state:hi/sldu:10
ocd-division/country:us/state:hi/sldu:11
ocd-division/country:us/state:hi/sldu:12
ocd-division/country:us/state:hi/sldu:13
ocd-division/country:us/state:hi/sldu:14
ocd-division/country:us/state:hi/sldu:15
ocd-division/country:us/state:hi/sldu:16
ocd-division/country:us/state:hi/sldu:17
ocd-division/country:us/state:hi/sldu:18
ocd-division/country:us/state:hi/sldu:19
ocd-division/country:us/state:hi/sldu:20
ocd-division/country:us/state:hi/sldu:21
ocd-division/country:us/state:hi/sldu:22
ocd-division/country:us/state:hi/sldu:23
ocd-division/country:us/state:hi/sldu:24
ocd-division/country:us/state:hi/sldu:25
ocd-division/country:us/state:id/sldu:1,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:2,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:3,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:4,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:5,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:6,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:7,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:8,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:9,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:10,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:11,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:12,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:13,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:14,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:15,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:16,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:17,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:18,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:19,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:20,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:21,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:22,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:23,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:24,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:25,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:26,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:27,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:28,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:29,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:30,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:31,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:32,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:33,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:34,,,legislatorUpperBody
ocd-division/country:us/state:id/sldu:35,,,legislatorUpperBody
ocd-division/country:us/state:il/sldu:1
ocd-division/country:us/state:il/sldu:2
ocd-division/country:us/state:il/sldu:3
ocd-division/country:us/state:il/sldu:4
ocd-division/country:us/state:il/sldu:5
ocd-division/country:us/state:il/sldu:6
ocd-division/country:us/state:il/sldu:7
ocd-division/country:us/state:il/sldu:8
ocd-division/country:us/state:il/sldu:9
ocd-division/country:us/state:il/sldu:10
ocd-division/country:us/state:il/sldu:11
ocd-division/country:us/state:il/sldu:12
ocd-division/country:us/state:il/sldu:13
ocd-division/country:us/state:il/sldu:14
ocd-division/country:us/state:il/sldu:15
ocd-division/country:us/state:il/sldu:16
ocd-division/country:us/state:il/sldu:17
ocd-division/country:us/state:il/sldu:18
ocd-division/country:us/state:il/sldu:19
ocd-division/country:us/state:il/sldu:20
ocd-division/country:us/state:il/sldu:21
